sentence,pattern,lang_type,pos_sequence,sequence_length,error
So I speak American I also kind of could speak in a British accent a little bit if I could if I'm if I just try I can sound like you know yeah I can try a bit of Australian Australian a little bit,E44,English,ADV PRON VERB PROPN PRON ADV ADV ADV AUX VERB ADP DET ADJ NOUN DET ADJ NOUN SCONJ PRON AUX SCONJ PRON AUX SCONJ PRON ADV VERB PRON AUX VERB ADP PRON VERB INTJ PRON AUX VERB DET NOUN ADP ADJ PROPN DET ADJ NOUN,45,False
You know like mate you want to go surfing mate,E10,English,PRON VERB INTJ NOUN PRON VERB PART VERB VERB NOUN,10,False
Or um I could try I learn a lot of accents because of my acting work,E16,English,CCONJ INTJ PRON AUX VERB PRON VERB DET NOUN ADP NOUN SCONJ ADP PRON VERB NOUN,16,False
Or um I could try I learn a lot of accents because of my acting work,E16,English,CCONJ INTJ PRON AUX VERB PRON VERB DET NOUN ADP NOUN SCONJ ADP PRON VERB NOUN,16,False
So I I want to study voice too So that's something I'm really interested in,E15,English,ADV PRON PRON VERB PART VERB NOUN ADV ADV PRON AUX PRON PRON AUX ADV ADJ ADP,17,False
And so at the moment it kind of is like three accents,E12,English,CCONJ ADV ADP DET NOUN PRON ADV ADV AUX INTJ NUM NOUN,12,False
And so at the moment it kind of is like three accents But are you so you're speaking like you mean accents right or do you mean dialects of English,E30,English,CCONJ ADV ADP DET NOUN PRON ADV ADV AUX INTJ NUM NOUN CCONJ AUX PRON ADV PRON AUX VERB INTJ PRON VERB NOUN ADV CCONJ AUX PRON VERB NOUN ADP PROPN,31,False
With a label right,E4,English,ADP DET NOUN NOUN,4,False
Yeah so I can speak a little bit so maybe just like those three I think could actually do,E19,English,INTJ ADV PRON AUX VERB DET ADJ NOUN ADV ADV ADV ADP DET NUM PRON VERB AUX ADV VERB,19,False
Um but I actually can't speak Hong Kong Lish can't speak Hong Kong English,E14,English,INTJ CCONJ PRON ADV AUX PART VERB PROPN PROPN PROPN AUX PART VERB PROPN PROPN PROPN,16,False
North American Generalized North American because yeah generalized North American,E10,English,ADJ PROPN PROPN PROPN PROPN SCONJ INTJ VERB PROPN PROPN,10,False
Oh yeah,E2,English,INTJ INTJ,2,False
啫 歪 歪 地 同埋 我 啫 係 我 啲 同事 成日 串 我 話 我 eh 啫 我 啲 中文 真係 好 即 好好 笑 因為 我 啲 中文 呢 嗰啲 所有 的 句子 呢 係 完全 啫 係 我 啱啱 我 啱啱好 就 今日 呢 eh 講 咗 一句 就係,C16-E1-C30-E1-C4,Code-switched,PART PROPN VERB NOUN CCONJ PRON PART VERB PRON NOUN NOUN ADV NOUN PRON VERB PRON INTJ PART PRON NOUN PROPN ADV ADJ CCONJ ADV VERB CCONJ PRON NOUN PROPN PART PRON ADJ NOUN NOUN PART VERB ADV PART VERB PRON ADV PRON ADV ADV ADV PART INTJ VERB PART NOUN ADV,52,False
你 你 無 無 得 得 輸 書架 架,C9,Cantonese,PRON PRON ADV VERB PART PART VERB NOUN NOUN,9,False
但係 但係 即係 佢 無 得 輸 即係 我哋 要 唔 應該,C12,Cantonese,CCONJ CCONJ CCONJ PRON VERB PART VERB CCONJ PRON AUX ADV AUX,12,False
但係 但係 即係 佢 無 得 輸 即係 我哋 要 唔 應該 eh 啫 係 有 個人 想要 啫 係 eh 啫 係 約 一個人 出 啫 出去 食飯 跟住 佢 唔 敢 去 但係 我 啫 係 無 得 輸 嘅,C12-E1-C7-E1-C21,Code-switched,CCONJ CCONJ CCONJ PRON VERB PART VERB CCONJ PRON AUX ADV AUX INTJ PART VERB VERB NOUN AUX PART VERB INTJ PART VERB VERB NOUN VERB PART VERB VERB CCONJ PRON ADV VERB VERB CCONJ PRON PART VERB VERB PART VERB PART,42,False
但係 其實 佢 話 好 啫 係 我 跟住 我 啲 同事 真係 笑 咗 因為 無 無人 講 無 得 輸 即係 無 係 反而,C26,Cantonese,CCONJ ADV PRON VERB ADV PART VERB PRON CCONJ PRON NOUN NOUN ADV VERB PART CCONJ ADV X VERB VERB PART VERB CCONJ ADV VERB ADV,26,False
但係 其實 佢 話 好 啫 係 我 跟住 我 啲 同事 真係 笑 咗 因為 無 無人 講 無 得 輸 即係 無 係 反而 要 係 講 即係 洩 無 得 蝕 你 唔會 蝕,C37,Cantonese,CCONJ ADV PRON VERB ADV PART VERB PRON CCONJ PRON NOUN NOUN ADV VERB PART CCONJ ADV X VERB VERB PART VERB CCONJ ADV VERB ADV AUX VERB VERB CCONJ VERB ADV PART VERB PRON VERB VERB,37,False
但係 其實 佢 話 好 啫 係 我 跟住 我 啲 同事 真係 笑 咗 因為 無 無人 講 無 得 輸 即係 無 係 反而 要 係 講 即係 洩 無 得 蝕 你 唔會 蝕,C37,Cantonese,CCONJ ADV PRON VERB ADV PART VERB PRON CCONJ PRON NOUN NOUN ADV VERB PART CCONJ ADV X VERB VERB PART VERB CCONJ ADV VERB ADV AUX VERB VERB CCONJ VERB ADV PART VERB PRON VERB VERB,37,False
噉 佢 話 真係 係 嘞 噉 即 呢個 先 係 即係 會 會 正中 啲 嘅 即係 或者 係 正確 啲 係咪 兩 個 都 未 係 囉,C29,Cantonese,CCONJ PRON VERB ADV VERB PART CCONJ CCONJ PRON ADV VERB CCONJ AUX AUX ADJ PART PART CCONJ CCONJ VERB ADJ PART VERB NUM NOUN ADV ADV VERB NOUN,29,False
噉 佢 話 真係 係 嘞 噉 即 呢個 先 係 即係 會 會 正中 啲 嘅 即係 或者 係 正確 啲 係咪 兩 個 都 未 係 囉,C29,Cantonese,CCONJ PRON VERB ADV VERB PART CCONJ CCONJ PRON ADV VERB CCONJ AUX AUX ADJ PART PART CCONJ CCONJ VERB ADJ PART VERB NUM NOUN ADV ADV VERB NOUN,29,False
但係 佢哋 先 佢哋 係 要 佢哋 係 要 em 聽 佢哋 係 要睇 佢 自己 嘅 靚 翻譯 即係 花 一 多多 一 秒 翻譯 無 得 輸 旋律 正 佢 翻譯 到 英文 跟住 nothing 做 我 to 明白 總行 lose 咩意思 囉 佢 翻譯 到 英文 跟住 哦 明白 咗 我 係 咩意思 囉,C9-E1-C26-E1-C2-E1-C2-E1-C14,Code-switched,CCONJ PRON ADV PRON VERB VERB PRON VERB VERB PRON VERB PRON VERB VERB PRON PRON PART ADJ NOUN CCONJ VERB NUM VERB NUM NOUN NOUN ADV PART VERB NOUN ADJ PRON VERB PART PROPN CCONJ PRON VERB PRON PART ADJ ADV VERB VERB NOUN PRON VERB PART PROPN CCONJ INTJ VERB PART PRON VERB VERB NOUN,57,False
真係 噉,C2,Cantonese,ADV PRON,2,False
Oh only Hong Kong Chi uh Hong Kong Canto And even that I'm barely I barely pass the test,E19,English,INTJ ADV PROPN PROPN PROPN INTJ PROPN PROPN PROPN CCONJ ADV SCONJ PRON AUX ADV PRON ADV VERB DET NOUN,20,False
Ideally yes but again think about the expats that I also think are Hong Kongers and they're white and they only speak um they only speak English,E27,English,ADV INTJ CCONJ ADV VERB ADP DET NOUN PRON PRON ADV VERB AUX PROPN PROPN CCONJ PRON AUX ADJ CCONJ PRON ADV VERB INTJ PRON ADV VERB PROPN,28,False
Ideally yes but again think about the expats that I also think are Hong Kongers and they're white and they only speak um they only speak English,E27,English,ADV INTJ CCONJ ADV VERB ADP DET NOUN PRON PRON ADV VERB AUX PROPN PROPN CCONJ PRON AUX ADJ CCONJ PRON ADV VERB INTJ PRON ADV VERB PROPN,28,False
Ideally yes but again think about the expats that I also think are Hong Kongers and they're white and they only speak um they only speak English,E27,English,ADV INTJ CCONJ ADV VERB ADP DET NOUN PRON PRON ADV VERB AUX PROPN PROPN CCONJ PRON AUX ADJ CCONJ PRON ADV VERB INTJ PRON ADV VERB PROPN,28,False
I think I think but it's so funny because I think that some foreigners they at least like know very basic words like,E23,English,PRON VERB PRON VERB CCONJ PRON AUX ADV ADJ SCONJ PRON VERB SCONJ DET NOUN PRON ADP ADJ INTJ VERB ADV ADJ NOUN ADP,24,False
I think I think but it's so funny because I think that some foreigners they at least like know very basic words like 有落,E23-C1,Code-switched,PRON VERB PRON VERB CCONJ PRON AUX ADV ADJ SCONJ PRON VERB SCONJ DET NOUN PRON ADP ADJ INTJ VERB ADV ADJ NOUN ADP VERB,25,False
即係 我 要 叫 有落 喺 小巴 上面 即 噉 如果 你 唔知 道 噉 你 點樣 喺 小巴 上面 去,C21,Cantonese,CCONJ PRON AUX VERB VERB ADP NOUN ADV CCONJ CCONJ CCONJ PRON ADV VERB CCONJ PRON PRON ADP NOUN ADV VERB,21,False
I guess but then some people don't need public transport I guess But yeah anyway I think Few words Few words,E21,English,PRON VERB CCONJ ADV DET NOUN AUX PART VERB ADJ NOUN PRON VERB CCONJ INTJ INTJ PRON VERB ADJ NOUN ADJ NOUN,22,False
But yeah anyway I think Few words Few words,E9,English,CCONJ INTJ INTJ PRON VERB ADJ NOUN ADJ NOUN,9,False
Chinese person I wish I wish I wish everyone was able to to I wish schools in schools we were able to choose all the dialects we wanted to learn,E30,English,ADJ NOUN PRON VERB PRON VERB PRON VERB PRON AUX ADJ PART PART PRON VERB NOUN ADP NOUN PRON AUX ADJ PART VERB DET DET NOUN PRON VERB PART VERB,30,False
I wish I wish I wish everyone was able to to I wish schools in schools we were able to choose all the dialects we wanted to learn,E28,English,PRON VERB PRON VERB PRON VERB PRON AUX ADJ PART PART PRON VERB NOUN ADP NOUN PRON AUX ADJ PART VERB DET DET NOUN PRON VERB PART VERB,28,False
I wish I wish I wish everyone was able to to I wish schools in schools we were able to choose all the dialects we wanted to learn All the Chinese dialects cause there are so many,E37,English,PRON VERB PRON VERB PRON VERB PRON AUX ADJ PART PART PRON VERB NOUN ADP NOUN PRON AUX ADJ PART VERB DET DET NOUN PRON VERB PART VERB DET DET ADJ NOUN VERB PRON VERB ADV ADJ,37,False
Sorry am I going on too much of a rant Don't know if because I don't know Are we at time,E21,English,INTJ AUX PRON VERB ADP ADV ADJ ADP DET NOUN AUX PART VERB SCONJ SCONJ PRON AUX PART VERB AUX PRON ADP NOUN,23,False
I don't know if I because I don't know are we at time,E13,English,PRON AUX PART VERB SCONJ PRON SCONJ PRON AUX PART VERB AUX PRON ADP NOUN,15,False
Are Are you you okay okay Are Are you you okay okay Ariel Ariel I I talk talk a a lot lot so,E23,English,AUX AUX PRON PRON INTJ INTJ AUX AUX PRON PRON INTJ INTJ PROPN PROPN PRON PRON VERB VERB DET DET NOUN NOUN ADV,23,False
Oh I'm Fine,E3,English,INTJ PRON AUX ADJ,4,False
Oh I'm fine I'm completely okay Like I'm not going to sleep anytime soon,E14,English,INTJ PRON AUX ADJ PRON AUX ADV ADJ INTJ PRON AUX PART VERB PART VERB ADV ADV,17,False
Oh I'm fine I'm completely okay Like I'm not going to sleep anytime soon,E14,English,INTJ PRON AUX ADJ PRON AUX ADV ADJ INTJ PRON AUX PART VERB PART VERB ADV ADV,17,False
Um but I'm going to make this super short,E9,English,INTJ CCONJ PRON AUX VERB PART VERB DET ADJ ADJ,10,False
Um but I'm going to make this super short remember a very I remember very vividly in Shanghai I couldn't speak to the person making noodles from Lanzhou,E28,English,INTJ CCONJ PRON AUX VERB PART VERB DET ADJ ADJ VERB DET ADV PRON VERB ADV ADV ADP PROPN PRON AUX PART VERB ADP DET NOUN VERB NOUN ADP PROPN,30,False
remember a very I remember very vividly in Shanghai I couldn't speak to the person making noodles from Lanzhou,E19,English,VERB DET ADV PRON VERB ADV ADV ADP PROPN PRON AUX PART VERB ADP DET NOUN VERB NOUN ADP PROPN,20,False
蘭州 And I was really saddened by that because we live technically we're supposed to live in a general vicinity of each other we are related to each other because of a government like kind of we either hate it or,C1-E40,Code-switched,PROPN CCONJ PRON AUX ADV VERB ADP PRON SCONJ PRON VERB ADV PRON AUX VERB PART VERB ADP DET ADJ NOUN ADP DET ADJ PRON AUX VERB ADP DET ADJ SCONJ ADP DET NOUN INTJ ADV ADV PRON CCONJ VERB PRON CCONJ,42,False
And I was really saddened by that because we live technically we're supposed to live in a general vicinity of each other we are related to each other because of a government like kind of we either hate it or,E40,English,CCONJ PRON AUX ADV VERB ADP PRON SCONJ PRON VERB ADV PRON AUX VERB PART VERB ADP DET ADJ NOUN ADP DET ADJ PRON AUX VERB ADP DET ADJ SCONJ ADP DET NOUN INTJ ADV ADV PRON CCONJ VERB PRON CCONJ,41,False
And I was really saddened by that because we live technically we're supposed to live in a general vicinity of each other we are related to each other because of a government like kind of we either hate it or e either hate it or we love it we don't know um but I wish we were able to learn more dialects,E62,English,CCONJ PRON AUX ADV VERB ADP PRON SCONJ PRON VERB ADV PRON AUX VERB PART VERB ADP DET ADJ NOUN ADP DET ADJ PRON AUX VERB ADP DET ADJ SCONJ ADP DET NOUN INTJ ADV ADV PRON CCONJ VERB PRON CCONJ NOUN CCONJ VERB PRON CCONJ PRON VERB PRON PRON AUX PART VERB INTJ CCONJ PRON VERB PRON AUX ADJ PART VERB ADJ NOUN,64,False
e either hate it or we love it we don't know um but I wish we were able to learn more dialects,E22,English,PROPN CCONJ VERB PRON CCONJ PRON VERB PRON PRON AUX PART VERB INTJ CCONJ PRON VERB PRON AUX ADJ PART VERB ADJ NOUN,23,False
e either hate it or we love it we don't know um but I wish we were able to learn more dialects,E22,English,PROPN CCONJ VERB PRON CCONJ PRON VERB PRON PRON AUX PART VERB INTJ CCONJ PRON VERB PRON AUX ADJ PART VERB ADJ NOUN,23,False
e either hate it or we love it we don't know um but I wish we were able to learn more dialects,E22,English,PROPN CCONJ VERB PRON CCONJ PRON VERB PRON PRON AUX PART VERB INTJ CCONJ PRON VERB PRON AUX ADJ PART VERB ADJ NOUN,23,False
Language plays for my identity,E5,English,NOUN VERB ADP PRON NOUN,5,False
Oh Oh language language plays plays with with my my identity identity,E12,English,INTJ INTJ NOUN NOUN VERB VERB ADP ADP PRON PRON NOUN NOUN,12,False
Language and Identity,E3,English,NOUN CCONJ NOUN,3,False
Sorry Sorry my my brother brother is is,E8,English,INTJ INTJ PRON PRON NOUN NOUN AUX AUX,8,False
Yeah um so funny,E4,English,INTJ INTJ ADV ADJ,4,False
Yeah um so funny,E4,English,INTJ INTJ ADV ADJ,4,False
There definitely is a relationship,E5,English,PRON ADV AUX DET NOUN,5,False
But then as I don't want to cause I'm very cognizant of my answer because my answer was that you didn't really have to speak Cantonese in order to consider yourself a Hong Konger per se,E36,English,CCONJ ADV SCONJ PRON AUX PART VERB PART VERB PRON AUX ADV ADJ ADP PRON NOUN SCONJ PRON NOUN AUX SCONJ PRON AUX PART ADV VERB PART VERB PROPN ADP NOUN PART VERB PRON DET PROPN PROPN ADP X,39,False
So I can only I think because the issue of identity I think is more about how I like it's so inward it's such an internal thing and so for me I can only so I'm going to come back and just like look at myself for a second I'm not sure how other people will think about their relationship with language and identity but for me um it does it it does Inherently affect I think goes back to what I said about I identify as a Hong Kong not an American,E93,English,ADV PRON AUX ADV PRON VERB SCONJ DET NOUN ADP NOUN PRON VERB AUX ADJ ADP SCONJ PRON VERB PRON AUX ADV ADV PRON AUX DET DET ADJ NOUN CCONJ ADV ADP PRON PRON AUX ADV ADV PRON AUX VERB PART VERB ADV CCONJ ADV INTJ VERB ADP PRON ADP DET ADJ PRON AUX PART ADJ SCONJ ADJ NOUN AUX VERB ADP PRON NOUN ADP NOUN CCONJ NOUN CCONJ ADP PRON INTJ PRON VERB PRON PRON AUX ADV VERB PRON VERB VERB ADV ADP PRON PRON VERB ADP PRON VERB ADP DET PROPN PROPN PART DET ADJ,97,False
I'm not sure how other people will think about their relationship with language and identity but for me um it does it it does Inherently affect I think goes back to what I said about I identify as a Hong Kong not an American,E44,English,PRON AUX PART ADJ SCONJ ADJ NOUN AUX VERB ADP PRON NOUN ADP NOUN CCONJ NOUN CCONJ ADP PRON INTJ PRON VERB PRON PRON AUX ADV VERB PRON VERB VERB ADV ADP PRON PRON VERB ADP PRON VERB ADP DET PROPN PROPN PART DET ADJ,45,False
Because I missed Cantonese when I was in America,E9,English,SCONJ PRON VERB PROPN SCONJ PRON AUX ADP PROPN,9,False
And And I I don't don't know know if if this this makes makes any any sense sense to to you you whatsoever whatsoever but but even even if if,E30,English,CCONJ CCONJ PRON PRON AUX PART AUX PART VERB VERB SCONJ SCONJ PRON PRON VERB VERB DET DET NOUN NOUN ADP ADP PRON PRON ADV ADV CCONJ CCONJ ADV ADV SCONJ SCONJ,32,False
I don't know if this makes sense I don't know But let me throw it at you I I hope it does but um,E24,English,PRON AUX PART VERB SCONJ PRON VERB NOUN PRON AUX PART VERB CCONJ VERB PRON VERB PRON ADP PRON PRON PRON VERB PRON VERB CCONJ INTJ,26,False
When I'm when I'm amongst Americans you might speak English right But then the kind of conversations we would be having and the kind of references it took me a very I still to this day I don't really actually relate to them or have any emotional relationship with anything that they speak of even though we speak I'm most fluent in English but it just a lot of small talk that just don't I don't understand and so I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong,E99,English,SCONJ PRON AUX SCONJ PRON AUX ADP PROPN PRON AUX VERB PROPN ADV CCONJ ADV DET NOUN ADP NOUN PRON AUX AUX VERB CCONJ DET NOUN ADP NOUN PRON VERB PRON DET ADV PRON ADV ADP DET NOUN PRON AUX PART ADV ADV VERB ADP PRON CCONJ VERB DET ADJ NOUN ADP PRON PRON PRON VERB ADP ADV SCONJ PRON VERB PRON AUX ADV ADJ ADP PROPN CCONJ PRON ADV DET NOUN ADP ADJ NOUN PRON ADV AUX PART PRON AUX PART VERB CCONJ ADV PRON AUX ADV VERB PART VERB ADJ ADP PRON PROPN SCONJ PRON AUX VERB ADJ ADP PRON NOUN ADP PROPN PROPN,106,False
But then the kind of conversations we would be having and the kind of references it took me a very I still to this day I don't really actually relate to them or have any emotional relationship with anything that they speak of even though we speak I'm most fluent in English but it just a lot of small talk that just don't I don't understand and so I've always wanted to get better at my Cantonese so I could speak more to my family in Hong Kong And come back to this place where I definitely feel yeah Cantonese is this is the sound of my home and I definitely want to spend more time like that's why I like I I forced myself to come back and I force myself to go into like local organizations to get it back,E142,English,CCONJ ADV DET NOUN ADP NOUN PRON AUX AUX VERB CCONJ DET NOUN ADP NOUN PRON VERB PRON DET ADV PRON ADV ADP DET NOUN PRON AUX PART ADV ADV VERB ADP PRON CCONJ VERB DET ADJ NOUN ADP PRON PRON PRON VERB ADP ADV SCONJ PRON VERB PRON AUX ADV ADJ ADP PROPN CCONJ PRON ADV DET NOUN ADP ADJ NOUN PRON ADV AUX PART PRON AUX PART VERB CCONJ ADV PRON AUX ADV VERB PART VERB ADJ ADP PRON PROPN SCONJ PRON AUX VERB ADJ ADP PRON NOUN ADP PROPN PROPN CCONJ VERB ADV ADP DET NOUN SCONJ PRON ADV VERB INTJ PROPN AUX PRON AUX DET NOUN ADP PRON NOUN CCONJ PRON ADV VERB PART VERB ADJ NOUN ADP PRON AUX SCONJ PRON VERB PRON PRON VERB PRON PART VERB ADV CCONJ PRON VERB PRON PART VERB ADP ADP ADJ NOUN PART VERB PRON ADV,148,False
And come back to this place where I definitely feel yeah Cantonese is this is the sound of my home and I definitely want to spend more time like that's why I like I I forced myself to come back and I force myself to go into like local organizations to get it back Like there is a reason why I tried so hard to just because even though I I didn't have yeah I didn't because even though I didn't have a really good grasp of the language I wanted to get it back so I could feel and understand the people that I around me right and yeah,E110,English,CCONJ VERB ADV ADP DET NOUN SCONJ PRON ADV VERB INTJ PROPN AUX PRON AUX DET NOUN ADP PRON NOUN CCONJ PRON ADV VERB PART VERB ADJ NOUN ADP PRON AUX SCONJ PRON VERB PRON PRON VERB PRON PART VERB ADV CCONJ PRON VERB PRON PART VERB ADP ADP ADJ NOUN PART VERB PRON ADV SCONJ PRON VERB DET NOUN SCONJ PRON VERB ADV ADV PART ADV SCONJ ADV SCONJ PRON PRON AUX PART VERB INTJ PRON AUX PART SCONJ ADV SCONJ PRON AUX PART VERB DET ADV ADJ NOUN ADP DET NOUN PRON VERB PART VERB PRON ADV ADV PRON AUX VERB CCONJ VERB DET NOUN PRON PRON ADP PRON INTJ CCONJ INTJ,114,False
