original,cleaned,annotation_text_before,annotation_text_after
--,,"因 為 ,   其 實 - -   其 實 點 講 呢 ? ,   啫 係 ,   e h : :   宗 教 - -   因 為 其 實 我 係 . .   接 觸 咗 - -   啫 係 我 喺 . .   小 學 有 - -   有 接 觸 過 - -   啫 係 有 教 會 啲 人 嚟 ,   我 先 . .   開 始 返 教 會 .",因為 其實 其實 點講 呢 啫 係 eh 宗教 因為 其實 我 係 接觸 咗 啫 係 我 喺 小學 有 有 接觸 過 啫 係 有 教會 啲 人嚟 我 先 開始 返教會
--,,啫 係 兩 - -   兩 - -   兩 - -   兩 邊 都 有 囉 .,啫 係 兩 兩 兩 兩邊 都 有囉
--,,啫 係 兩 - -   兩 - -   兩 - -   兩 邊 都 有 囉 .,啫 係 兩 兩 兩 兩邊 都 有囉
--,,啫 係 兩 - -   兩 - -   兩 - -   兩 邊 都 有 囉 .,啫 係 兩 兩 兩 兩邊 都 有囉
--,,"真 係 ,   我 太 細 - -   太 細 個 無 不 印 象 ,   ( 啫 係 ) 無 聽 佢 講 過 .",真係 我 太細 太細 個 無不 印象 啫 係 無 聽 佢 講 過
--,,"唔 似 一 個 基 督 徒 囉 ,   所 以 其 實 . .   你 話 有 無 - -   有 無 薰 陶 呢 ?   ,   我 ( 呢 ) 其 實 係 無 囉 ,   但 係 反 而 係 受 到 教 會 啲 人 影 響 囉 .",唔 似 一個 基督徒 囉 所以 其實 你 話 有無 有無 薰陶 呢 我 呢 其實 係 無囉 但係 反而 係 受到 教會 啲 人影 響 囉
--,,"突 然 間 諗 唔 到 咩 例 子 但 係 諗 到 我 就 講 啦 ,   諗 唔 到 ,   真 係 ,   而 家 呢 刻 諗 唔 到 但 係 總 之 就 係 - -   啫 係 我 覺 得 係 . .",突然間 諗 唔 到 咩 例子 但係 諗 到 我 就 講 啦 諗 唔 到 真係 而家 呢 刻 諗 唔 到 但係 總之 就係 啫 係 我 覺得 係
--,,各 - -   各 有 各 好 囉 .,各 各有各 好 囉
--,,"嘩 ,   我 - -   我 生 活 真 好 悶 啊 ,   所 以 如 果 教 會 之 外 我 諗 , ,   應 該 差 唔 多 八 九 成 都 香 港 人 ,   香 港 朋 友 .",嘩 我 我 生活 真 好 悶 啊 所以 如果 教會 之外 我 諗 應該 差唔多 八九 成都 香港人 香港 朋友
--,,你 - -   你 - -   你 - -   你 . .   會 - -   啫 係 會 有 種 - -   即 係 又 好 話 好 ( 大 ) 歸 屬 感 但 係 你 會 有 一 種 . . .,你 你 你 你 會 啫 係 會 有種 即係 又 好 話 好 大 歸屬感 但係 你 會 有 一種
--,,你 - -   你 - -   你 - -   你 . .   會 - -   啫 係 會 有 種 - -   即 係 又 好 話 好 ( 大 ) 歸 屬 感 但 係 你 會 有 一 種 . . .,你 你 你 你 會 啫 係 會 有種 即係 又 好 話 好 大 歸屬感 但係 你 會 有 一種
--,,你 - -   你 - -   你 - -   你 . .   會 - -   啫 係 會 有 種 - -   即 係 又 好 話 好 ( 大 ) 歸 屬 感 但 係 你 會 有 一 種 . . .,你 你 你 你 會 啫 係 會 有種 即係 又 好 話 好 大 歸屬感 但係 你 會 有 一種
--,,你 - -   你 - -   你 - -   你 . .   會 - -   啫 係 會 有 種 - -   即 係 又 好 話 好 ( 大 ) 歸 屬 感 但 係 你 會 有 一 種 . . .,你 你 你 你 會 啫 係 會 有種 即係 又 好 話 好 大 歸屬感 但係 你 會 有 一種
--,,你 - -   你 - -   你 - -   你 . .   會 - -   啫 係 會 有 種 - -   即 係 又 好 話 好 ( 大 ) 歸 屬 感 但 係 你 會 有 一 種 . . .,你 你 你 你 會 啫 係 會 有種 即係 又 好 話 好 大 歸屬感 但係 你 會 有 一種
--,,其 他 嗰 啲 都 係 : :   啲 同 - -,其他 嗰啲 都 係 啲 同
--,,"用 ,   國 語 ( 又 係 ) 少 少 奇 怪 囉 ,   跟 住 . .   英 文 就 . .   係 . .   ( x ) ( x ) ( x )   噉 ,   英 文 就 梗 係 老 番 啦 佢 哋 . .   唔 識 - -   唔 識 中 英 文 - -",用 國語 又 係 少少 奇怪 囉 跟住 英文 就 係 噉 英文 就 梗係 老番 啦 佢哋 唔 識 唔 識 中英 文
--,,"用 ,   國 語 ( 又 係 ) 少 少 奇 怪 囉 ,   跟 住 . .   英 文 就 . .   係 . .   ( x ) ( x ) ( x )   噉 ,   英 文 就 梗 係 老 番 啦 佢 哋 . .   唔 識 - -   唔 識 中 英 文 - -",用 國語 又 係 少少 奇怪 囉 跟住 英文 就 係 噉 英文 就 梗係 老番 啦 佢哋 唔 識 唔 識 中英 文
--,,"啫 係 - -   同 埋 : :   嗰 啲 講 嘅 語 言 ,   又 係 有 啲 唔 同 啦 ,   跟 住 : :   其 實 做 好 多 嘢 都 唔 係 好 同 ,   所 以 其 實 就 . .   點 解 我 會",啫 係 同埋 嗰啲 講 嘅 語言 又 係 有啲 唔同 啦 跟住 其實 做 好多 嘢 都 唔係 好 同 所以 其實 就 點解 我 會
--,,"睇 吓 先 ,   國 內 - -",睇 吓 先 國內
--,,"唔 係 啊 ,   佢 哋 聽 唔 明 㗎 嘛 ,   佢 哋 就 會 - -   啫 係 就 會 排 擠 你 囉 ,   啫 係 - -   啫 係 或 者 ( x ) 你 噉 樣 囉 .",唔係 啊 佢哋 聽 唔 明 㗎 嘛 佢哋 就 會 啫 係 就 會 排擠 你 囉 啫 係 啫 係 或者 你 噉樣 囉
--,,"唔 係 啊 ,   佢 哋 聽 唔 明 㗎 嘛 ,   佢 哋 就 會 - -   啫 係 就 會 排 擠 你 囉 ,   啫 係 - -   啫 係 或 者 ( x ) 你 噉 樣 囉 .",唔係 啊 佢哋 聽 唔 明 㗎 嘛 佢哋 就 會 啫 係 就 會 排擠 你 囉 啫 係 啫 係 或者 你 噉樣 囉
--,,"廣 東 話 . .   基 本 上 任 : :   何 我 - -   我 唔 知 我 噉 樣 啱 唔 - -   啫 係 個 - -   噉 樣 ,",廣東話 基本上 任 何 我 我 唔知 我 噉樣 啱 唔 啫 係 個 噉樣
--,,"廣 東 話 . .   基 本 上 任 : :   何 我 - -   我 唔 知 我 噉 樣 啱 唔 - -   啫 係 個 - -   噉 樣 ,",廣東話 基本上 任 何 我 我 唔知 我 噉樣 啱 唔 啫 係 個 噉樣
--,,"廣 東 話 . .   基 本 上 任 : :   何 我 - -   我 唔 知 我 噉 樣 啱 唔 - -   啫 係 個 - -   噉 樣 ,",廣東話 基本上 任 何 我 我 唔知 我 噉樣 啱 唔 啫 係 個 噉樣
--,,"當 我 同 香 港 啲 朋 友 啫 係 香 港 人 ,   嗰 陣 就 會 用 - -   啫 係 就 好 自 然 就 會 嗰 啲 ,",當 我 同 香港 啲 朋友 啫 係 香港人 嗰陣 就 會 用 啫 係 就 好 自然 就 會 嗰啲
--,,"啫 係 可 唔 可 以 講 解 啫 係 . .   我 會 啫 係 有 啲 人 - -   應 該 . .   我 - -   我 會 話 可 能 有 一 半 嘅 人 都 知 香 港 係 : :   邊 度 ,   係 咩 嚟 嘅 .",啫 係 可 唔 可以 講解 啫 係 我 會 啫 係 有啲 人 應該 我 我 會話 可能 有 一半 嘅 人 都 知 香港 係 邊度 係 咩嚟 嘅
--,,"啫 係 可 唔 可 以 講 解 啫 係 . .   我 會 啫 係 有 啲 人 - -   應 該 . .   我 - -   我 會 話 可 能 有 一 半 嘅 人 都 知 香 港 係 : :   邊 度 ,   係 咩 嚟 嘅 .",啫 係 可 唔 可以 講解 啫 係 我 會 啫 係 有啲 人 應該 我 我 會話 可能 有 一半 嘅 人 都 知 香港 係 邊度 係 咩嚟 嘅
--,,"係 啊 ,   未 - -   未 - -   可 能 未 去 : : - -   未 耐 到 ,   或 者 未 去 到 一 個 . .   e h . .   一 個 另 外 一 個 身 份 住 ,   但 係 我 覺 得 ,   m m ,   總 係 一 個 香 港 人 嚟 .",係 啊 未 未 可能 未 去 未 耐 到 或者 未 去到 一個 eh 一個 另外一個 身份 住 但係 我 覺得 mm 總 係 一個 香港人 嚟
--,,"係 啊 ,   未 - -   未 - -   可 能 未 去 : : - -   未 耐 到 ,   或 者 未 去 到 一 個 . .   e h . .   一 個 另 外 一 個 身 份 住 ,   但 係 我 覺 得 ,   m m ,   總 係 一 個 香 港 人 嚟 .",係 啊 未 未 可能 未 去 未 耐 到 或者 未 去到 一個 eh 一個 另外一個 身份 住 但係 我 覺得 mm 總 係 一個 香港人 嚟
--,,"係 啊 ,   未 - -   未 - -   可 能 未 去 : : - -   未 耐 到 ,   或 者 未 去 到 一 個 . .   e h . .   一 個 另 外 一 個 身 份 住 ,   但 係 我 覺 得 ,   m m ,   總 係 一 個 香 港 人 嚟 .",係 啊 未 未 可能 未 去 未 耐 到 或者 未 去到 一個 eh 一個 另外一個 身份 住 但係 我 覺得 mm 總 係 一個 香港人 嚟
--,,啫 係 嗰 個 - -   啫 係 大 家 都 可 能 知 道 嗰 個 就 係 我 喺,啫 係 嗰個 啫 係 大家 都 可能 知道 嗰個 就係 我 喺
--,,要 : :   我 覺 得 要 喺 . .   香 港 出 世   同 埋 要 喺 香 港 度 - -   要 住 過 : :   . .   好 幾 年 以 上 .,要 我 覺得 要 喺 香港 出世 同埋 要 喺 香港 度 要 住 過 好 幾 年 以上
--,,佢 應 該 係 - -   係 香 港 人 嚟 嘅 .,佢 應該 係 係 香港人 嚟 嘅
--,,有 : : - -   有 .,有 有
--,,"住 上 一 排 - -   啫 係 住 上 一 排 嘅 意 思 啫 係 你 喺 嗰 度 大 啦 : :   ,   噉 知 道 佢 哋 嗰 度 嘅 ,",住 上 一排 啫 係 住 上 一排 嘅 意思 啫 係 你 喺 嗰度 大 啦 噉 知道 佢哋 嗰度 嘅
--,,"噉 所 以 我 會 - -   我 同 我 啲 朋 友 成 日 都 傾 偈 都 講 過 , 我 如 果 第 日 將 來 有 小 朋 友 我 一 定 . .   要 佢 哋 識 . .   廣 東 話 囉 .",噉 所以 我 會 我 同 我 啲 朋友 成日 都 傾偈 都 講 過 我 如果 第日 將來 有 小朋友 我 一定 要 佢哋 識 廣東話 囉
--,,呢 個 - -   呢 個 啲 - -   呢 個 問 題 有 啲,呢個 呢個 啲 呢個 問題 有啲
--,,呢 個 - -   呢 個 啲 - -   呢 個 問 題 有 啲,呢個 呢個 啲 呢個 問題 有啲
--,,"啫 係 . .   噉 嗰 個 人 一 定 要 先 講 廣 東 話 先 啦 ,   噉 ,   佢 . .   講 - -   佢 - -   啫 係 嗰 個 人 首 先 要 識 講 廣 東 話 ,   同 - -   噉 之 後 就 好 自 然 一 講 就",啫 係 噉 嗰個 人 一定要 先 講 廣東話 先 啦 噉 佢 講 佢 啫 係 嗰個 人 首先 要 識講 廣東話 同 噉 之後 就 好 自然 一 講 就
--,,"啫 係 . .   噉 嗰 個 人 一 定 要 先 講 廣 東 話 先 啦 ,   噉 ,   佢 . .   講 - -   佢 - -   啫 係 嗰 個 人 首 先 要 識 講 廣 東 話 ,   同 - -   噉 之 後 就 好 自 然 一 講 就",啫 係 噉 嗰個 人 一定要 先 講 廣東話 先 啦 噉 佢 講 佢 啫 係 嗰個 人 首先 要 識講 廣東話 同 噉 之後 就 好 自然 一 講 就
--,,"啫 係 . .   噉 嗰 個 人 一 定 要 先 講 廣 東 話 先 啦 ,   噉 ,   佢 . .   講 - -   佢 - -   啫 係 嗰 個 人 首 先 要 識 講 廣 東 話 ,   同 - -   噉 之 後 就 好 自 然 一 講 就",啫 係 噉 嗰個 人 一定要 先 講 廣東話 先 啦 噉 佢 講 佢 啫 係 嗰個 人 首先 要 識講 廣東話 同 噉 之後 就 好 自然 一 講 就
--,,啫 係 - -   . . .,啫 係
--,,"睇 吓 先 ,   二 零 - -   二 零 - -  ",睇 吓 先 二 零 二 零
--,,"睇 吓 先 ,   二 零 - -   二 零 - -  ",睇 吓 先 二 零 二 零
--,,"會 用 佢 哋 : : - -   啫 係 佢 哋 會 嘅 ,   同 埋 會 肯 去 用 佢 哋 本 身 中 國 出 產 . . .   嘅 野 .",會 用 佢哋 啫 係 佢哋 會 嘅 同埋 會 肯 去 用 佢哋 本身 中國 出產 嘅 野
--,,啫 係 你 講 個 - -   邊 個,啫 係 你 講 個 邊個
--,,噉 同 埋 : :   . .   要 : :   . .   知 道 : :   . .   香 港 發 生 緊 咩 事 啊 - -   係 唔 係 我 哋 - -   我 哋 講 緊 咩 點 - -,噉 同埋 要 知道 香港 發生 緊咩 事 啊 係唔係 我哋 我哋 講緊 咩 點
--,,噉 同 埋 : :   . .   要 : :   . .   知 道 : :   . .   香 港 發 生 緊 咩 事 啊 - -   係 唔 係 我 哋 - -   我 哋 講 緊 咩 點 - -,噉 同埋 要 知道 香港 發生 緊咩 事 啊 係唔係 我哋 我哋 講緊 咩 點
--,,噉 同 埋 : :   . .   要 : :   . .   知 道 : :   . .   香 港 發 生 緊 咩 事 啊 - -   係 唔 係 我 哋 - -   我 哋 講 緊 咩 點 - -,噉 同埋 要 知道 香港 發生 緊咩 事 啊 係唔係 我哋 我哋 講緊 咩 點
--,,"啫 係 - -   啫 係 噉 樣 會 順 口 啲 : :   ,   其 實 話 應 該 去 邊 度 食 ,   啫 係 我 都 會 講 話 你 去 邊 度 食 呀 ?   ,   但 係 你 無 話 你 去 邊 度 食 午 餐 : :   嗰 啲 噉 樣 .",啫 係 啫 係噉 樣 會 順口 啲 其實 話 應該 去邊度 食 啫 係 我 都 會 講話 你 去邊度 食 呀 但係 你 無 話 你 去邊度 食 午餐 嗰啲 噉樣
--,,啫 係 - -   . . .,啫 係
--,,"係 識 講 廣 東 話 嘅 ,   就 算 我 老 闆 娘 - -   唔 係 唔 係 唔 係 ,   唔 係 我 老 闆 娘 ,   其 中 一 個 師 傅 ,   佢 係 廣 州 人 ,   噉 : :   佢 當 然 係 講 廣 東 話 ,",係 識講 廣東話 嘅 就算 我 老闆娘 唔係 唔係 唔係 唔係 我 老闆娘 其中 一個 師傅 佢 係 廣州 人 噉 佢 當然 係 講 廣東話
--,,"廣 東 話 係 : : - -   因 為 係 我 由 細 到 大 講 嘅 語 言 啦 , 噉 : :   當 然 我 : :",廣東話 係 因為 係 我 由細到大 講 嘅 語言 啦 噉 當然 我
--,,"但 係 朋 友 啊 ,   基 本 大 家 差 唔 多 年 齡 或 者 係 差 唔 多 . .   年 齡 層 嘅 時 候 ,   大 家 應 該 都 - -   都 中 英",但係 朋友 啊 基本 大家 差唔多 年齡 或者 係 差唔多 年齡層 嘅 時候 大家 應該 都 都 中英
--,,"好 自 然 因 為 喺 : : - -   唔 - -   唔 : :   係 話 因 為 我 喺 美 國 - -   噉 我 覺 得 我 係 美 國 都 有 少 少 關 係 但 係 . .   就 算 我 未 嚟 美 國 之 前 ,   以 前 喺 香 港 . .   嘅 時 候 就 . .   可 能 因 為 香 港 係 : : - -   以 前 係 英 國 殖 民 地 ,   噉 : :   香 - -   英 文 亦 都 係 我 哋 嘅 第 二 語 言 啦 ,   噉 就 好 自 然 就 係 會 有 啲   詞 語 就 係 - -   就 係 慣 咗 或 者 係 大 家 你 一 識 ,   或 者 一 畀 人 教 嗰 陣 就 係",好 自然 因為 喺 唔 唔 係 話 因為 我 喺 美國 噉 我 覺得 我 係 美國 都 有少少 關係 但係 就算 我 未 嚟 美國 之前 以前 喺 香港 嘅 時候 就 可能 因為 香港 係 以前 係 英國 殖民地 噉 香 英文 亦都 係 我哋 嘅 第二 語言 啦 噉 就 好 自然 就係 會 有啲 詞語 就係 就係 慣 咗 或者 係 大家 你 一 識 或者 一 畀人 教 嗰陣 就係
--,,"好 自 然 因 為 喺 : : - -   唔 - -   唔 : :   係 話 因 為 我 喺 美 國 - -   噉 我 覺 得 我 係 美 國 都 有 少 少 關 係 但 係 . .   就 算 我 未 嚟 美 國 之 前 ,   以 前 喺 香 港 . .   嘅 時 候 就 . .   可 能 因 為 香 港 係 : : - -   以 前 係 英 國 殖 民 地 ,   噉 : :   香 - -   英 文 亦 都 係 我 哋 嘅 第 二 語 言 啦 ,   噉 就 好 自 然 就 係 會 有 啲   詞 語 就 係 - -   就 係 慣 咗 或 者 係 大 家 你 一 識 ,   或 者 一 畀 人 教 嗰 陣 就 係",好 自然 因為 喺 唔 唔 係 話 因為 我 喺 美國 噉 我 覺得 我 係 美國 都 有少少 關係 但係 就算 我 未 嚟 美國 之前 以前 喺 香港 嘅 時候 就 可能 因為 香港 係 以前 係 英國 殖民地 噉 香 英文 亦都 係 我哋 嘅 第二 語言 啦 噉 就 好 自然 就係 會 有啲 詞語 就係 就係 慣 咗 或者 係 大家 你 一 識 或者 一 畀人 教 嗰陣 就係
--,,"好 自 然 因 為 喺 : : - -   唔 - -   唔 : :   係 話 因 為 我 喺 美 國 - -   噉 我 覺 得 我 係 美 國 都 有 少 少 關 係 但 係 . .   就 算 我 未 嚟 美 國 之 前 ,   以 前 喺 香 港 . .   嘅 時 候 就 . .   可 能 因 為 香 港 係 : : - -   以 前 係 英 國 殖 民 地 ,   噉 : :   香 - -   英 文 亦 都 係 我 哋 嘅 第 二 語 言 啦 ,   噉 就 好 自 然 就 係 會 有 啲   詞 語 就 係 - -   就 係 慣 咗 或 者 係 大 家 你 一 識 ,   或 者 一 畀 人 教 嗰 陣 就 係",好 自然 因為 喺 唔 唔 係 話 因為 我 喺 美國 噉 我 覺得 我 係 美國 都 有少少 關係 但係 就算 我 未 嚟 美國 之前 以前 喺 香港 嘅 時候 就 可能 因為 香港 係 以前 係 英國 殖民地 噉 香 英文 亦都 係 我哋 嘅 第二 語言 啦 噉 就 好 自然 就係 會 有啲 詞語 就係 就係 慣 咗 或者 係 大家 你 一 識 或者 一 畀人 教 嗰陣 就係
--,,"好 自 然 因 為 喺 : : - -   唔 - -   唔 : :   係 話 因 為 我 喺 美 國 - -   噉 我 覺 得 我 係 美 國 都 有 少 少 關 係 但 係 . .   就 算 我 未 嚟 美 國 之 前 ,   以 前 喺 香 港 . .   嘅 時 候 就 . .   可 能 因 為 香 港 係 : : - -   以 前 係 英 國 殖 民 地 ,   噉 : :   香 - -   英 文 亦 都 係 我 哋 嘅 第 二 語 言 啦 ,   噉 就 好 自 然 就 係 會 有 啲   詞 語 就 係 - -   就 係 慣 咗 或 者 係 大 家 你 一 識 ,   或 者 一 畀 人 教 嗰 陣 就 係",好 自然 因為 喺 唔 唔 係 話 因為 我 喺 美國 噉 我 覺得 我 係 美國 都 有少少 關係 但係 就算 我 未 嚟 美國 之前 以前 喺 香港 嘅 時候 就 可能 因為 香港 係 以前 係 英國 殖民地 噉 香 英文 亦都 係 我哋 嘅 第二 語言 啦 噉 就 好 自然 就係 會 有啲 詞語 就係 就係 慣 咗 或者 係 大家 你 一 識 或者 一 畀人 教 嗰陣 就係
--,,"好 自 然 因 為 喺 : : - -   唔 - -   唔 : :   係 話 因 為 我 喺 美 國 - -   噉 我 覺 得 我 係 美 國 都 有 少 少 關 係 但 係 . .   就 算 我 未 嚟 美 國 之 前 ,   以 前 喺 香 港 . .   嘅 時 候 就 . .   可 能 因 為 香 港 係 : : - -   以 前 係 英 國 殖 民 地 ,   噉 : :   香 - -   英 文 亦 都 係 我 哋 嘅 第 二 語 言 啦 ,   噉 就 好 自 然 就 係 會 有 啲   詞 語 就 係 - -   就 係 慣 咗 或 者 係 大 家 你 一 識 ,   或 者 一 畀 人 教 嗰 陣 就 係",好 自然 因為 喺 唔 唔 係 話 因為 我 喺 美國 噉 我 覺得 我 係 美國 都 有少少 關係 但係 就算 我 未 嚟 美國 之前 以前 喺 香港 嘅 時候 就 可能 因為 香港 係 以前 係 英國 殖民地 噉 香 英文 亦都 係 我哋 嘅 第二 語言 啦 噉 就 好 自然 就係 會 有啲 詞語 就係 就係 慣 咗 或者 係 大家 你 一 識 或者 一 畀人 教 嗰陣 就係
--,,"好 自 然 因 為 喺 : : - -   唔 - -   唔 : :   係 話 因 為 我 喺 美 國 - -   噉 我 覺 得 我 係 美 國 都 有 少 少 關 係 但 係 . .   就 算 我 未 嚟 美 國 之 前 ,   以 前 喺 香 港 . .   嘅 時 候 就 . .   可 能 因 為 香 港 係 : : - -   以 前 係 英 國 殖 民 地 ,   噉 : :   香 - -   英 文 亦 都 係 我 哋 嘅 第 二 語 言 啦 ,   噉 就 好 自 然 就 係 會 有 啲   詞 語 就 係 - -   就 係 慣 咗 或 者 係 大 家 你 一 識 ,   或 者 一 畀 人 教 嗰 陣 就 係",好 自然 因為 喺 唔 唔 係 話 因為 我 喺 美國 噉 我 覺得 我 係 美國 都 有少少 關係 但係 就算 我 未 嚟 美國 之前 以前 喺 香港 嘅 時候 就 可能 因為 香港 係 以前 係 英國 殖民地 噉 香 英文 亦都 係 我哋 嘅 第二 語言 啦 噉 就 好 自然 就係 會 有啲 詞語 就係 就係 慣 咗 或者 係 大家 你 一 識 或者 一 畀人 教 嗰陣 就係
--,,啫 係 . .   會 有 - -   可 以 有 個,啫 係 會 有 可以 有 個
--,,"啫 係 如 果 老 一 輩 嘅 啲 : :   親 戚 朋 友 或 者 屋 企 人 ,   佢 哋 始 終 唔 係 話 英 文 . .   噉 好 ,   嘅 時 候 ,   所 以 就 盡 量 可 能 都 係 同 佢 哋 講 - -   啫 係 全 部 . .   會 同 你 講 話 一 定 要 : :   用 一 個 廣 東 話 ,   啫 係 一 個 詞 語 ,",啫 係 如果 老一輩 嘅 啲 親戚 朋友 或者 屋企人 佢哋 始終 唔係 話 英文 噉 好 嘅 時候 所以 就 盡量 可能 都 係 同 佢哋 講 啫 係 全部 會同 你 講話 一定要 用 一個 廣東話 啫 係 一個 詞語
--,,"係 英 文 ,   噉 而 我 屋 企 人 ,   好 似 我 爸 爸 噉 ,   佢 又 唔 係 - -   佢 唔 識 講 英 文 ,   噉 我 會",係 英文 噉 而 我 屋企人 好似 我 爸爸 噉 佢 又 唔係 佢 唔 識講 英文 噉 我 會
--,,"嘩 ,   廣 東 話 : :   . .   好 : : - -   你 講 嘢 講 得 好 快 呀 , 啫 係 講 嘢 講 到",嘩 廣東話 好 你 講嘢 講得 好 快 呀 啫 係 講嘢 講到
--,,"我 - -   我 識 講 英 文 都 已 經 算 係 噉 喇 ,   你 仲",我 我 識講 英文 都 已經 算係噉 喇 你 仲
--,,"無 錯 ,   我 係 - -   我 喺 香 港 ,   啫 係 由 幼 稚 園 開 始 讀 書 啦 ,   讀 讀 讀 讀 到 中 學 畢 業 之 後 就 : : - -   就 過 來 美 國 呢 度 繼 續 讀 囉 .",無錯 我 係 我 喺 香港 啫 係 由 幼稚園 開始 讀書 啦 讀 讀 讀 讀 到 中學 畢業 之後 就 就 過來 美國 呢度 繼續 讀 囉
--,,"無 錯 ,   我 係 - -   我 喺 香 港 ,   啫 係 由 幼 稚 園 開 始 讀 書 啦 ,   讀 讀 讀 讀 到 中 學 畢 業 之 後 就 : : - -   就 過 來 美 國 呢 度 繼 續 讀 囉 .",無錯 我 係 我 喺 香港 啫 係 由 幼稚園 開始 讀書 啦 讀 讀 讀 讀 到 中學 畢業 之後 就 就 過來 美國 呢度 繼續 讀 囉
--,,"係 啊 ,   我 覺 得 呢 啲 . .   係 一 個 真 正 嘅 香 港 人 ,   因 為 佢 哋 會 知 道 出 i 邊 係 幾 噉 - -   幾 噉 熱 ,   同 埋 潮 濕 同 埋 好 焗 .",係 啊 我 覺得 呢啲 係 一個 真正 嘅 香港人 因為 佢哋 會 知道 出 i 邊 係 幾 噉 幾 噉 熱 同埋 潮 濕 同埋 好 焗
xxxxx--,,x x x x x - -,
--,,"啫 係 我 覺 得 - -   仲 有 好 多 但 我 覺 得 呢 啲 係 . .   應 該 係 喺 香 港 . .   生 活 過 . .   喺 香 港 出 世 嘅 人 先 知 道 哦 ,   係 啊 ,   呢 啲 係 咩 意 思 ,   係 點 樣 一 回 事 囉 .",啫 係 我 覺得 仲有 好多 但 我 覺得 呢啲 係 應該 係 喺 香港 生活 過 喺 香港 出世 嘅 人 先知 道 哦 係 啊 呢啲 係 咩意思 係 點樣 一回事 囉
--,,係 : : - -   啫 係 . .   我 而 家 - -   啫 係 我 係 去,係 啫 係 我 而家 啫 係 我 係 去
