original,cleaned,annotation_text_before,annotation_text_after
that how-- how ,that how how,"So, uh yeah I would regard this kind of,-- part of like, um... to-- to reflect that how-- how willing you are to-- to become a Hong Konger, or-- or how willing you are to,accept your new identity which is being a::-- a Hong Konger.","So uh yeah I would regard this kind of part of like um to to reflect that how how willing you are to to become a Hong Konger or or how willing you are to,accept your new identity which is being a a Hong Konger"
 are to-- to b,are to to b,"So, uh yeah I would regard this kind of,-- part of like, um... to-- to reflect that how-- how willing you are to-- to become a Hong Konger, or-- or how willing you are to,accept your new identity which is being a::-- a Hong Konger.","So uh yeah I would regard this kind of part of like um to to reflect that how how willing you are to to become a Hong Konger or or how willing you are to,accept your new identity which is being a a Hong Konger"
"ger, or-- or h",ger or or h,"So, uh yeah I would regard this kind of,-- part of like, um... to-- to reflect that how-- how willing you are to-- to become a Hong Konger, or-- or how willing you are to,accept your new identity which is being a::-- a Hong Konger.","So uh yeah I would regard this kind of part of like um to to reflect that how how willing you are to to become a Hong Konger or or how willing you are to,accept your new identity which is being a a Hong Konger"
eing a::-- a Ho,eing a a Ho,"So, uh yeah I would regard this kind of,-- part of like, um... to-- to reflect that how-- how willing you are to-- to become a Hong Konger, or-- or how willing you are to,accept your new identity which is being a::-- a Hong Konger.","So uh yeah I would regard this kind of part of like um to to reflect that how how willing you are to to become a Hong Konger or or how willing you are to,accept your new identity which is being a a Hong Konger"
 the so-called the-,the so called the,"And:: it's often I would use.. Mandarin.. when I am.. myself.. in the so-called the-- the Chinese areas in LA such as like Monterey Park, San Gabriel Valley,",And it's often I would use Mandarin when I am myself in the so called the the Chinese areas in LA such as like Monterey Park San Gabriel Valley
lled the-- the ,lled the the,"And:: it's often I would use.. Mandarin.. when I am.. myself.. in the so-called the-- the Chinese areas in LA such as like Monterey Park, San Gabriel Valley,",And it's often I would use Mandarin when I am myself in the so called the the Chinese areas in LA such as like Monterey Park San Gabriel Valley
mean in-- in H,mean in in H,"Um do you mean in-- in Hong Kong or-- or whatever geographical location, or--",Um do you mean in in Hong Kong or or whatever geographical location or
Kong or-- or w,Kong or or w,"Um do you mean in-- in Hong Kong or-- or whatever geographical location, or--",Um do you mean in in Hong Kong or or whatever geographical location or
"location, or--",location or,"Um do you mean in-- in Hong Kong or-- or whatever geographical location, or--",Um do you mean in in Hong Kong or or whatever geographical location or
 self-identity ,self identity, self-identity ,self identity
I-- I try not,I I try not,I-- I try not to use too many English words to::-- to-- to-- uh in my Cantonese conversations.,I I try not to use too many English words to to to uh in my Cantonese conversations
ords to::-- to--,ords to to,I-- I try not to use too many English words to::-- to-- to-- uh in my Cantonese conversations.,I I try not to use too many English words to to to uh in my Cantonese conversations
::-- to-- to--,to to,I-- I try not to use too many English words to::-- to-- to-- uh in my Cantonese conversations.,I I try not to use too many English words to to to uh in my Cantonese conversations
